"year"|"conflictid_old"|"conflictid_new"|"actor"|"actorid"|"actorid_new"|"actor_type"|"incomp"|"region"|"gwnoloc"|"gwnoloc2"|"gwnoloc3"|"gwnoloc4"|"conflictyear"|"interm"|"postc"|"state_prev"|"ai_prev"|"hrw_prev"|"form"|"country"|"conflict_type"
1994|197|392|"Republic of Abkhazia"|1185|342|3|1|1|372|0|0|0|0|0|1|2|0|0|"1"|"Georgia"|"intra"
1995|197|392|"Republic of Abkhazia"|1185|342|3|1|1|372|0|0|0|0|0|1|0|0|1|"1"|"Georgia"|"intra"
1996|197|392|"Republic of Abkhazia"|1185|342|3|1|1|372|0|0|0|0|0|1|0|0|0|"-99"|"Georgia"|"intra"
1997|197|392|"Republic of Abkhazia"|1185|342|3|1|1|372|0|0|0|0|0|1|0|0|0|"-99"|"Georgia"|"intra"
1998|197|392|"Republic of Abkhazia"|1185|342|3|1|1|372|0|0|0|0|0|1|0|0|1|"1"|"Georgia"|"intra"
1992|198|393|"Georgia"|372|63|1|1|1|372|0|0|0|1|0|0|0|0|NA|"-99"|"Georgia"|"intra"
1993|198|393|"Georgia"|372|63|1|1|1|372|0|0|0|0|0|1|0|0|0|"-99"|"Georgia"|"intra"
1994|198|393|"Georgia"|372|63|1|1|1|372|0|0|0|0|0|1|0|0|0|"-99"|"Georgia"|"intra"
1995|198|393|"Georgia"|372|63|1|1|1|372|0|0|0|0|0|1|0|0|0|"-99"|"Georgia"|"intra"
1996|198|393|"Georgia"|372|63|1|1|1|372|0|0|0|0|0|1|0|0|0|"-99"|"Georgia"|"intra"
1997|198|393|"Georgia"|372|63|1|1|1|372|0|0|0|0|0|1|0|0|0|"-99"|"Georgia"|"intra"
2004|198|393|"Georgia"|372|63|1|1|1|372|0|0|0|1|0|0|0|0|0|"-99"|"Georgia"|"intra"
2005|198|393|"Georgia"|372|63|1|1|1|372|0|0|0|0|1|0|0|0|0|"-99"|"Georgia"|"intra"
2006|198|393|"Georgia"|372|63|1|1|1|372|0|0|0|0|1|0|0|0|0|"-99"|"Georgia"|"intra"
2007|198|393|"Georgia"|372|63|1|1|1|372|0|0|0|0|1|0|0|0|0|"-99"|"Georgia"|"intra"
2008|198|393|"Georgia"|372|63|1|1|1|372|0|0|0|1|0|0|0|0|0|"-99"|"Georgia"|"intra"
2009|198|393|"Georgia"|372|63|1|1|1|372|0|0|0|0|0|1|1|0|0|"1"|"Georgia"|"intra"
2010|198|393|"Government of Georgia"|372|63|1|1|1|372|0|0|0|0|0|1|0|0|0|"-99"|"Georgia"|"intra"
2011|198|393|"Government of Georgia"|372|63|1|1|1|372|0|0|0|0|0|1|0|0|0|"-99"|"Georgia"|"intra"
2012|198|393|"Government of Georgia"|372|63|1|1|1|372|0|0|0|0|0|1|0|0|0|"-99"|"Georgia"|"intra"
2013|198|393|"Government of Georgia"|372|63|1|1|1|372|0|0|0|0|0|1|0|NA|0|"-99"|"Georgia"|"intra"
1992|198|393|"Republic of South Ossetia"|1186|343|3|1|1|372|0|0|0|1|0|0|0|0|NA|"-99"|"Georgia"|"intra"
1993|198|393|"Republic of South Ossetia"|1186|343|3|1|1|372|0|0|0|0|0|1|0|0|0|"-99"|"Georgia"|"intra"
1994|198|393|"Republic of South Ossetia"|1186|343|3|1|1|372|0|0|0|0|0|1|0|0|0|"-99"|"Georgia"|"intra"
1995|198|393|"Republic of South Ossetia"|1186|343|3|1|1|372|0|0|0|0|0|1|0|0|0|"-99"|"Georgia"|"intra"
1996|198|393|"Republic of South Ossetia"|1186|343|3|1|1|372|0|0|0|0|0|1|0|0|0|"-99"|"Georgia"|"intra"
1997|198|393|"Republic of South Ossetia"|1186|343|3|1|1|372|0|0|0|0|0|1|0|0|0|"-99"|"Georgia"|"intra"
2004|198|393|"Republic of South Ossetia"|1186|343|3|1|1|372|0|0|0|1|0|0|0|0|0|"-99"|"Georgia"|"intra"
2005|198|393|"Republic of South Ossetia"|1186|343|3|1|1|372|0|0|0|0|1|0|0|0|0|"-99"|"Georgia"|"intra"
2006|198|393|"Republic of South Ossetia"|1186|343|3|1|1|372|0|0|0|0|1|0|0|0|0|"-99"|"Georgia"|"intra"
2007|198|393|"Republic of South Ossetia"|1186|343|3|1|1|372|0|0|0|0|1|0|0|0|0|"-99"|"Georgia"|"intra"
2008|198|393|"Republic of South Ossetia"|1186|343|3|1|1|372|0|0|0|1|0|0|1|0|1|"1"|"Georgia"|"intra"
2009|198|393|"Republic of South Ossetia"|1186|343|3|1|1|372|0|0|0|0|0|1|1|0|1|"1"|"Georgia"|"intra"
2010|198|393|"Republic of South Ossetia"|1186|343|3|1|1|372|0|0|0|0|0|1|0|0|0|"-99"|"Georgia"|"intra"
2011|198|393|"Republic of South Ossetia"|1186|343|3|1|1|372|0|0|0|0|0|1|0|0|0|"-99"|"Georgia"|"intra"
2012|198|393|"Republic of South Ossetia"|1186|343|3|1|1|372|0|0|0|0|0|1|0|0|0|"-99"|"Georgia"|"intra"
2013|198|393|"Republic of South Ossetia"|1186|343|3|1|1|372|0|0|0|0|0|1|0|NA|0|"-99"|"Georgia"|"intra"
1992|199|394|"Moldova"|359|55|1|1|1|359|0|0|0|1|0|0|NA|NA|NA|"-99"|"Moldova"|"intra"
1993|199|394|"Moldova"|359|55|1|1|1|359|0|0|0|0|0|1|0|0|0|"-99"|"Moldova"|"intra"
1994|199|394|"Moldova"|359|55|1|1|1|359|0|0|0|0|0|1|0|0|NA|"-99"|"Moldova"|"intra"
1995|199|394|"Moldova"|359|55|1|1|1|359|0|0|0|0|0|1|0|0|NA|"-99"|"Moldova"|"intra"
1996|199|394|"Moldova"|359|55|1|1|1|359|0|0|0|0|0|1|0|0|NA|"-99"|"Moldova"|"intra"
1997|199|394|"Moldova"|359|55|1|1|1|359|0|0|0|0|0|1|0|0|NA|"-99"|"Moldova"|"intra"
1992|199|394|"PMR"|1187|344|3|1|1|359|0|0|0|1|0|0|NA|NA|NA|"-99"|"Moldova"|"intra"
1993|199|394|"PMR"|1187|344|3|1|1|359|0|0|0|0|0|1|0|0|0|"-99"|"Moldova"|"intra"
1994|199|394|"PMR"|1187|344|3|1|1|359|0|0|0|0|0|1|0|0|NA|"-99"|"Moldova"|"intra"
1995|199|394|"PMR"|1187|344|3|1|1|359|0|0|0|0|0|1|0|0|NA|"-99"|"Moldova"|"intra"
1996|199|394|"PMR"|1187|344|3|1|1|359|0|0|0|0|0|1|0|0|NA|"-99"|"Moldova"|"intra"
1997|199|394|"PMR"|1187|344|3|1|1|359|0|0|0|0|0|1|0|0|NA|"-99"|"Moldova"|"intra"
1992|200|395|"Tajikistan"|702|131|1|2|3|702|0|0|0|1|0|0|0|0|NA|"-99"|"Tajikistan"|"intra"
1993|200|395|"Tajikistan"|702|131|1|2|3|702|0|0|0|1|0|0|3|0|0|"1"|"Tajikistan"|"intra"
1994|200|395|"Tajikistan"|702|131|1|2|3|702|0|0|0|1|0|0|0|0|1|"1"|"Tajikistan"|"intra"
1995|200|395|"Tajikistan"|702|131|1|2|3|702|0|0|0|1|0|0|0|0|0|"-99"|"Tajikistan"|"intra"
1996|200|395|"Tajikistan"|702|131|1|2|3|702|0|0|0|1|0|0|0|0|0|"-99"|"Tajikistan"|"intra"
1997|200|395|"Tajikistan"|702|131|1|2|3|702|0|0|0|0|1|0|0|0|0|"-99"|"Tajikistan"|"intra"
1998|200|395|"Tajikistan"|702|131|1|2|3|702|0|0|0|1|0|0|0|0|2|"1"|"Tajikistan"|"intra"
1999|200|395|"Tajikistan"|702|131|1|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
2000|200|395|"Tajikistan"|702|131|1|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
2001|200|395|"Tajikistan"|702|131|1|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
2002|200|395|"Tajikistan"|702|131|1|2|3|702|0|0|0|0|0|1|1|1|1|"1, 7"|"Tajikistan"|"intra"
2003|200|395|"Tajikistan"|702|131|1|2|3|702|0|0|0|0|0|1|1|0|0|"7"|"Tajikistan"|"intra"
2010|200|395|"Government of Tajikistan"|702|131|1|2|3|702|0|0|0|1|0|0|0|0|0|"-99"|"Tajikistan"|"intra"
2011|200|395|"Government of Tajikistan"|702|131|1|2|3|702|0|0|0|1|0|0|0|0|0|"-99"|"Tajikistan"|"intra"
2012|200|395|"Government of Tajikistan"|702|131|1|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
2013|200|395|"Government of Tajikistan"|702|131|1|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
2014|200|395|"Government of Tajikistan"|702|131|1|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
2015|200|395|"Government of Tajikistan"|702|131|1|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
1992|200|395|"UTO"|1188|345|3|2|3|702|0|0|0|1|0|0|0|0|NA|"-99"|"Tajikistan"|"intra"
1993|200|395|"UTO"|1188|345|3|2|3|702|0|0|0|1|0|0|0|0|0|"-99"|"Tajikistan"|"intra"
1994|200|395|"UTO"|1188|345|3|2|3|702|0|0|0|1|0|0|0|0|0|"-99"|"Tajikistan"|"intra"
1995|200|395|"UTO"|1188|345|3|2|3|702|0|0|0|1|0|0|0|0|0|"-99"|"Tajikistan"|"intra"
1996|200|395|"UTO"|1188|345|3|2|3|702|0|0|0|1|0|0|0|0|0|"-99"|"Tajikistan"|"intra"
1997|200|395|"UTO"|1188|345|3|2|3|702|0|0|0|0|1|0|0|0|0|"-99"|"Tajikistan"|"intra"
1998|200|395|"UTO"|1188|345|3|2|3|702|0|0|0|1|0|0|0|0|0|"-99"|"Tajikistan"|"intra"
1999|200|395|"UTO"|1188|345|3|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
2000|200|395|"UTO"|1188|345|3|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
2001|200|395|"UTO"|1188|345|3|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
2002|200|395|"UTO"|1188|345|3|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
2003|200|395|"UTO"|1188|345|3|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
1997|200|395|"Forces of Khudoberdiyev"|1189|346|3|2|3|702|0|0|0|1|0|0|0|0|0|"-99"|"Tajikistan"|"intra"
1998|200|395|"Forces of Khudoberdiyev"|1189|346|3|2|3|702|0|0|0|1|0|0|0|0|0|"-99"|"Tajikistan"|"intra"
1999|200|395|"Forces of Khudoberdiyev"|1189|346|3|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
2000|200|395|"Forces of Khudoberdiyev"|1189|346|3|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
2001|200|395|"Forces of Khudoberdiyev"|1189|346|3|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
2002|200|395|"Forces of Khudoberdiyev"|1189|346|3|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
2003|200|395|"Forces of Khudoberdiyev"|1189|346|3|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
2010|200|395|"IMU"|1202|359|3|2|3|702|0|0|0|1|0|0|0|0|0|"-99"|"Tajikistan"|"intra"
2011|200|395|"IMU"|1202|359|3|2|3|702|0|0|0|1|0|0|0|0|0|"-99"|"Tajikistan"|"intra"
2012|200|395|"IMU"|1202|359|3|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
2013|200|395|"IMU"|1202|359|3|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
2014|200|395|"IMU"|1202|359|3|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
2015|200|395|"IMU"|1202|359|3|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
2010|200|395|"Forces of Mullo Abdullo"|2085|1216|3|2|3|702|0|0|0|1|0|0|0|0|0|"-99"|"Tajikistan"|"intra"
2011|200|395|"Forces of Mullo Abdullo"|2085|1216|3|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
2012|200|395|"Forces of Mullo Abdullo"|2085|1216|3|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
2013|200|395|"Forces of Mullo Abdullo"|2085|1216|3|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
2014|200|395|"Forces of Mullo Abdullo"|2085|1216|3|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
2015|200|395|"Forces of Mullo Abdullo"|2085|1216|3|2|3|702|0|0|0|0|0|1|0|0|0|"-99"|"Tajikistan"|"intra"
1993|201|396|"Azerbaijan"|373|64|1|2|1|373|0|0|0|1|0|0|0|0|0|"-99"|"Azerbaijan"|"intra"
1994|201|396|"Azerbaijan"|373|64|1|2|1|373|0|0|0|0|1|0|0|0|0|"-99"|"Azerbaijan"|"intra"
1995|201|396|"Azerbaijan"|373|64|1|2|1|373|0|0|0|1|0|0|0|0|0|"-99"|"Azerbaijan"|"intra"
1996|201|396|"Azerbaijan"|373|64|1|2|1|373|0|0|0|0|0|1|0|0|0|"-99"|"Azerbaijan"|"intra"
1997|201|396|"Azerbaijan"|373|64|1|2|1|373|0|0|0|0|0|1|0|0|0|"-99"|"Azerbaijan"|"intra"
1998|201|396|"Azerbaijan"|373|64|1|2|1|373|0|0|0|0|0|1|0|0|0|"-99"|"Azerbaijan"|"intra"
1999|201|396|"Azerbaijan"|373|64|1|2|1|373|0|0|0|0|0|1|0|0|0|"-99"|"Azerbaijan"|"intra"
2000|201|396|"Azerbaijan"|373|64|1|2|1|373|0|0|0|0|0|1|0|0|0|"-99"|"Azerbaijan"|"intra"
1993|201|396|"Military faction (Forces of Suret Husseinov)"|1190|347|3|2|1|373|0|0|0|1|0|0|0|0|0|"-99"|"Azerbaijan"|"intra"
1994|201|396|"Military faction (Forces of Suret Husseinov)"|1190|347|3|2|1|373|0|0|0|0|0|1|0|0|0|"-99"|"Azerbaijan"|"intra"
1995|201|396|"Military faction (Forces of Suret Husseinov)"|1190|347|3|2|1|373|0|0|0|0|0|1|0|0|0|"-99"|"Azerbaijan"|"intra"
1996|201|396|"Military faction (Forces of Suret Husseinov)"|1190|347|3|2|1|373|0|0|0|0|0|1|0|0|0|"-99"|"Azerbaijan"|"intra"
1997|201|396|"Military faction (Forces of Suret Husseinov)"|1190|347|3|2|1|373|0|0|0|0|0|1|0|0|0|"-99"|"Azerbaijan"|"intra"
1998|201|396|"Military faction (Forces of Suret Husseinov)"|1190|347|3|2|1|373|0|0|0|0|0|1|0|0|0|"-99"|"Azerbaijan"|"intra"
1995|201|396|"OPON forces"|1191|348|3|2|1|373|0|0|0|1|0|0|0|0|0|"-99"|"Azerbaijan"|"intra"
1996|201|396|"OPON forces"|1191|348|3|2|1|373|0|0|0|0|0|1|0|0|0|"-99"|"Azerbaijan"|"intra"
1997|201|396|"OPON forces"|1191|348|3|2|1|373|0|0|0|0|0|1|0|0|0|"-99"|"Azerbaijan"|"intra"
1998|201|396|"OPON forces"|1191|348|3|2|1|373|0|0|0|0|0|1|0|0|0|"-99"|"Azerbaijan"|"intra"
1999|201|396|"OPON forces"|1191|348|3|2|1|373|0|0|0|0|0|1|0|0|0|"-99"|"Azerbaijan"|"intra"
2000|201|396|"OPON forces"|1191|348|3|2|1|373|0|0|0|0|0|1|0|0|0|"-99"|"Azerbaijan"|"intra"
1993|202|397|"Bosnia-Herzegovina"|346|50|1|1|1|346|0|0|0|1|0|0|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1994|202|397|"Bosnia-Herzegovina"|346|50|1|1|1|346|0|0|0|1|0|0|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1995|202|397|"Bosnia-Herzegovina"|346|50|1|1|1|346|0|0|0|1|0|0|0|0|1|"1"|"Bosnia-Herzegovina"|"intra"
1996|202|397|"Bosnia-Herzegovina"|346|50|1|1|1|346|0|0|0|0|0|1|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1997|202|397|"Bosnia-Herzegovina"|346|50|1|1|1|346|0|0|0|0|0|1|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1998|202|397|"Bosnia-Herzegovina"|346|50|1|1|1|346|0|0|0|0|0|1|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1999|202|397|"Bosnia-Herzegovina"|346|50|1|1|1|346|0|0|0|0|0|1|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
2000|202|397|"Bosnia-Herzegovina"|346|50|1|1|1|346|0|0|0|0|0|1|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1993|202|397|"Autonomous Province of Western Bosnia"|1192|349|3|1|1|346|0|0|0|1|0|0|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1994|202|397|"Autonomous Province of Western Bosnia"|1192|349|3|1|1|346|0|0|0|1|0|0|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1995|202|397|"Autonomous Province of Western Bosnia"|1192|349|3|1|1|346|0|0|0|1|0|0|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1996|202|397|"Autonomous Province of Western Bosnia"|1192|349|3|1|1|346|0|0|0|0|0|1|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1997|202|397|"Autonomous Province of Western Bosnia"|1192|349|3|1|1|346|0|0|0|0|0|1|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1998|202|397|"Autonomous Province of Western Bosnia"|1192|349|3|1|1|346|0|0|0|0|0|1|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1999|202|397|"Autonomous Province of Western Bosnia"|1192|349|3|1|1|346|0|0|0|0|0|1|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
2000|202|397|"Autonomous Province of Western Bosnia"|1192|349|3|1|1|346|0|0|0|0|0|1|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1993|203|398|"Bosnia-Herzegovina"|346|50|1|1|1|346|0|0|0|1|0|0|1|0|0|"1"|"Bosnia-Herzegovina"|"intra"
1994|203|398|"Bosnia-Herzegovina"|346|50|1|1|1|346|0|0|0|1|0|0|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1995|203|398|"Bosnia-Herzegovina"|346|50|1|1|1|346|0|0|0|0|0|1|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1996|203|398|"Bosnia-Herzegovina"|346|50|1|1|1|346|0|0|0|0|0|1|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1997|203|398|"Bosnia-Herzegovina"|346|50|1|1|1|346|0|0|0|0|0|1|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1998|203|398|"Bosnia-Herzegovina"|346|50|1|1|1|346|0|0|0|0|0|1|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1999|203|398|"Bosnia-Herzegovina"|346|50|1|1|1|346|0|0|0|0|0|1|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1993|203|398|"Croatian Republic of Bosnia and Herzegovina"|1193|350|3|1|1|346|0|0|0|1|0|0|3|0|0|"1"|"Bosnia-Herzegovina"|"intra"
1994|203|398|"Croatian Republic of Bosnia and Herzegovina"|1193|350|3|1|1|346|0|0|0|1|0|0|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1995|203|398|"Croatian Republic of Bosnia and Herzegovina"|1193|350|3|1|1|346|0|0|0|0|0|1|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1996|203|398|"Croatian Republic of Bosnia and Herzegovina"|1193|350|3|1|1|346|0|0|0|0|0|1|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1997|203|398|"Croatian Republic of Bosnia and Herzegovina"|1193|350|3|1|1|346|0|0|0|0|0|1|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1998|203|398|"Croatian Republic of Bosnia and Herzegovina"|1193|350|3|1|1|346|0|0|0|0|0|1|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1999|203|398|"Croatian Republic of Bosnia and Herzegovina"|1193|350|3|1|1|346|0|0|0|0|0|1|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1993|203|398|"Croatian irregulars"|1213|370|3|1|1|346|0|0|0|1|0|0|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1994|203|398|"Croatian irregulars"|1213|370|3|1|1|346|0|0|0|1|0|0|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1995|203|398|"Croatian irregulars"|1213|370|3|1|1|346|0|0|0|0|0|1|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1996|203|398|"Croatian irregulars"|1213|370|3|1|1|346|0|0|0|0|0|1|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1997|203|398|"Croatian irregulars"|1213|370|3|1|1|346|0|0|0|0|0|1|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1998|203|398|"Croatian irregulars"|1213|370|3|1|1|346|0|0|0|0|0|1|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1999|203|398|"Croatian irregulars"|1213|370|3|1|1|346|0|0|0|0|0|1|0|0|0|"-99"|"Bosnia-Herzegovina"|"intra"
1993|204|399|"Russia (Soviet Union)"|365|57|1|2|1|365|0|0|0|1|0|0|0|0|0|"-99"|"Russia (Soviet Union)"|"intra"
1994|204|399|"Russia (Soviet Union)"|365|57|1|2|1|365|0|0|0|0|0|1|0|0|0|"-99"|"Russia (Soviet Union)"|"intra"
1995|204|399|"Russia (Soviet Union)"|365|57|1|2|1|365|0|0|0|0|0|1|0|0|0|"-99"|"Russia (Soviet Union)"|"intra"
1996|204|399|"Russia (Soviet Union)"|365|57|1|2|1|365|0|0|0|0|0|1|0|0|0|"-99"|"Russia (Soviet Union)"|"intra"
1997|204|399|"Russia (Soviet Union)"|365|57|1|2|1|365|0|0|0|0|0|1|0|0|0|"-99"|"Russia (Soviet Union)"|"intra"
1998|204|399|"Russia (Soviet Union)"|365|57|1|2|1|365|0|0|0|0|0|1|0|0|0|"-99"|"Russia (Soviet Union)"|"intra"
1993|204|399|"Parliamentary forces"|1194|351|3|2|1|365|0|0|0|1|0|0|0|0|0|"-99"|"Russia (Soviet Union)"|"intra"
1994|204|399|"Parliamentary forces"|1194|351|3|2|1|365|0|0|0|0|0|1|0|0|0|"-99"|"Russia (Soviet Union)"|"intra"
1995|204|399|"Parliamentary forces"|1194|351|3|2|1|365|0|0|0|0|0|1|0|0|0|"-99"|"Russia (Soviet Union)"|"intra"
1996|204|399|"Parliamentary forces"|1194|351|3|2|1|365|0|0|0|0|0|1|0|0|0|"-99"|"Russia (Soviet Union)"|"intra"
1997|204|399|"Parliamentary forces"|1194|351|3|2|1|365|0|0|0|0|0|1|0|0|0|"-99"|"Russia (Soviet Union)"|"intra"
1998|204|399|"Parliamentary forces"|1194|351|3|2|1|365|0|0|0|0|0|1|0|0|0|"-99"|"Russia (Soviet Union)"|"intra"
1994|205|400|"Mexico"|70|10|1|2|5|70|0|0|0|1|0|0|1|1|1|"1"|"Mexico"|"intra"
1995|205|400|"Mexico"|70|10|1|2|5|70|0|0|0|0|1|0|1|1|0|"1"|"Mexico"|"intra"
1996|205|400|"Mexico"|70|10|1|2|5|70|0|0|0|1|0|0|0|0|0|"-99"|"Mexico"|"intra"
1997|205|400|"Mexico"|70|10|1|2|5|70|0|0|0|0|0|1|0|1|0|"1"|"Mexico"|"intra"
1998|205|400|"Mexico"|70|10|1|2|5|70|0|0|0|0|0|1|0|0|0|"-99"|"Mexico"|"intra"
1999|205|400|"Mexico"|70|10|1|2|5|70|0|0|0|0|0|1|1|0|1|"1"|"Mexico"|"intra"
2000|205|400|"Mexico"|70|10|1|2|5|70|0|0|0|0|0|1|0|0|0|"-99"|"Mexico"|"intra"
2001|205|400|"Mexico"|70|10|1|2|5|70|0|0|0|0|0|1|0|0|0|"-99"|"Mexico"|"intra"
1994|205|400|"EZLN"|1628|767|3|2|5|70|0|0|0|1|0|0|0|0|0|"-99"|"Mexico"|"intra"
1995|205|400|"EZLN"|1628|767|3|2|5|70|0|0|0|0|0|1|0|0|0|"-99"|"Mexico"|"intra"
1996|205|400|"EZLN"|1628|767|3|2|5|70|0|0|0|0|0|1|0|0|0|"-99"|"Mexico"|"intra"
1997|205|400|"EZLN"|1628|767|3|2|5|70|0|0|0|0|0|1|0|0|0|"-99"|"Mexico"|"intra"
1998|205|400|"EZLN"|1628|767|3|2|5|70|0|0|0|0|0|1|0|0|0|"-99"|"Mexico"|"intra"
1999|205|400|"EZLN"|1628|767|3|2|5|70|0|0|0|0|0|1|0|0|0|"-99"|"Mexico"|"intra"
1996|205|400|"EPR"|1629|768|3|2|5|70|0|0|0|1|0|0|0|0|0|"-99"|"Mexico"|"intra"
1997|205|400|"EPR"|1629|768|3|2|5|70|0|0|0|0|0|1|0|0|0|"-99"|"Mexico"|"intra"
1998|205|400|"EPR"|1629|768|3|2|5|70|0|0|0|0|0|1|0|0|0|"-99"|"Mexico"|"intra"
1999|205|400|"EPR"|1629|768|3|2|5|70|0|0|0|0|0|1|0|0|0|"-99"|"Mexico"|"intra"
2000|205|400|"EPR"|1629|768|3|2|5|70|0|0|0|0|0|1|0|0|0|"-99"|"Mexico"|"intra"
2001|205|400|"EPR"|1629|768|3|2|5|70|0|0|0|0|0|1|0|0|0|"-99"|"Mexico"|"intra"
1994|206|401|"Russia (Soviet Union)"|365|57|1|1|1|365|0|0|0|1|0|0|0|0|0|"-99"|"Russia (Soviet Union)"|"intra"
1995|206|401|"Russia (Soviet Union)"|365|57|1|1|1|365|0|0|0|1|0|0|1|1|0|"1"|"Russia (Soviet Union)"|"intra"
1996|206|401|"Russia (Soviet Union)"|365|57|1|1|1|365|0|0|0|1|0|0|1|0|0|"1"|"Russia (Soviet Union)"|"intra"
1997|206|401|"Russia (Soviet Union)"|365|57|1|1|1|365|0|0|0|0|1|0|0|0|0|"-99"|"Russia (Soviet Union)"|"intra"
1998|206|401|"Russia (Soviet Union)"|365|57|1|1|1|365|0|0|0|0|1|0|0|0|0|"-99"|"Russia (Soviet Union)"|"intra"
1999|206|401|"Russia (Soviet Union)"|365|57|1|1|1|365|0|0|0|1|0|0|1|0|1|"1"|"Russia (Soviet Union)"|"intra"
2000|206|401|"Russia (Soviet Union)"|365|57|1|1|1|365|0|0|0|1|0|0|1|1|1|"1"|"Russia (Soviet Union)"|"intra"
2001|206|401|"Russia (Soviet Union)"|365|57|1|1|1|365|0|0|0|1|0|0|1|1|0|"1"|"Russia (Soviet Union)"|"intra"
2002|206|401|"Russia (Soviet Union)"|365|57|1|1|1|365|0|0|0|1|0|0|1|2|0|"1"|"Russia (Soviet Union)"|"intra"
2003|206|401|"Russia (Soviet Union)"|365|57|1|1|1|365|0|0|0|1|0|0|1|1|1|"1"|"Russia (Soviet Union)"|"intra"
2004|206|401|"Russia (Soviet Union)"|365|57|1|1|1|365|0|0|0|1|0|0|1|1|0|"1"|"Russia (Soviet Union)"|"intra"
2005|206|401|"Russia (Soviet Union)"|365|57|1|1|1|365|0|0|0|1|0|0|1|1|0|"1"|"Russia (Soviet Union)"|"intra"
2006|206|401|"Russia (Soviet Union)"|365|57|1|1|1|365|0|0|0|1|0|0|1|1|0|"1"|"Russia (Soviet Union)"|"intra"
