year|conflictid_old|conflictid_new|actor|actorid|actorid_new|actor_type|type|incomp|region|gwnoloc|gwnoloc2|gwnoloc3|gwnoloc4|conflictyear|interm|postc|state_prev|ai_prev|hrw_prev|form|country
1995|212|406|FDR|1395|543|3|3|1|4|436|0|0|0|1|0|0|0|0|NA|-99|Niger
1996|212|406|FDR|1395|543|3|3|1|4|436|0|0|0|0|0|1|0|0|NA|-99|Niger
1997|212|406|FDR|1395|543|3|3|1|4|436|0|0|0|0|0|1|0|0|NA|-99|Niger
1998|212|406|FDR|1395|543|3|3|1|4|436|0|0|0|0|0|1|0|0|NA|-99|Niger
1999|212|406|FDR|1395|543|3|3|1|4|436|0|0|0|0|0|1|0|0|NA|-99|Niger
2000|212|406|FDR|1395|543|3|3|1|4|436|0|0|0|0|0|1|0|0|NA|-99|Niger
1997|212|406|FARS|1396|3989|3|3|1|4|436|0|0|0|1|0|0|0|0|NA|-99|Niger
1998|212|406|FARS|1396|3989|3|3|1|4|436|0|0|0|0|0|1|0|0|NA|-99|Niger
1999|212|406|FARS|1396|3989|3|3|1|4|436|0|0|0|0|0|1|0|0|NA|-99|Niger
2000|212|406|FARS|1396|3989|3|3|1|4|436|0|0|0|0|0|1|0|0|NA|-99|Niger
2001|212|406|FARS|1396|3989|3|3|1|4|436|0|0|0|0|0|1|0|0|NA|-99|Niger
2002|212|406|FARS|1396|3989|3|3|1|4|436|0|0|0|0|0|1|0|0|NA|-99|Niger
1997|213|407|Comoros|581|107|1|3|1|4|581|0|0|0|1|0|0|0|0|NA|-99|Comoros
1998|213|407|Comoros|581|107|1|3|1|4|581|0|0|0|0|0|1|0|NA|NA|-99|Comoros
1999|213|407|Comoros|581|107|1|3|1|4|581|0|0|0|0|0|1|0|NA|NA|-99|Comoros
2000|213|407|Comoros|581|107|1|3|1|4|581|0|0|0|0|0|1|0|NA|NA|-99|Comoros
2001|213|407|Comoros|581|107|1|3|1|4|581|0|0|0|0|0|1|0|NA|NA|-99|Comoros
2002|213|407|Comoros|581|107|1|3|1|4|581|0|0|0|0|0|1|0|0|NA|-99|Comoros
1997|213|407|MPA/Republic of Anjouan|1397|544|3|3|1|4|581|0|0|0|1|0|0|0|0|NA|-99|Comoros
1998|213|407|MPA/Republic of Anjouan|1397|544|3|3|1|4|581|0|0|0|0|0|1|0|NA|NA|-99|Comoros
1999|213|407|MPA/Republic of Anjouan|1397|544|3|3|1|4|581|0|0|0|0|0|1|0|NA|NA|-99|Comoros
2000|213|407|MPA/Republic of Anjouan|1397|544|3|3|1|4|581|0|0|0|0|0|1|1|NA|NA|1|Comoros
2001|213|407|MPA/Republic of Anjouan|1397|544|3|3|1|4|581|0|0|0|0|0|1|0|NA|NA|-99|Comoros
2002|213|407|MPA/Republic of Anjouan|1397|544|3|3|1|4|581|0|0|0|0|0|1|0|0|NA|-99|Comoros
1993|214|408|Congo|484|88|1|3|2|4|484|0|0|0|1|0|0|1|0|0|1|Congo
1994|214|408|Congo|484|88|1|3|2|4|484|0|0|0|1|0|0|1|0|0|1|Congo
1995|214|408|Congo|484|88|1|3|2|4|484|0|0|0|0|1|0|1|0|0|1|Congo
1996|214|408|Congo|484|88|1|3|2|4|484|0|0|0|0|1|0|0|0|0|-99|Congo
1997|214|408|Congo|484|88|1|3|2|4|484|0|0|0|1|0|0|0|1|0|1|Congo
1998|214|408|Congo|484|88|1|3|2|4|484|0|0|0|1|0|0|1|2|0|1|Congo
1999|214|408|Congo|484|88|1|3|2|4|484|0|0|0|1|0|0|3|0|0|1|Congo
2000|214|408|Congo|484|88|1|3|2|4|484|0|0|0|0|1|0|1|0|0|1|Congo
2001|214|408|Congo|484|88|1|3|2|4|484|0|0|0|0|1|0|1|1|0|1|Congo
2002|214|408|Congo|484|88|1|3|2|4|484|0|0|0|1|0|0|1|2|0|1|Congo
2003|214|408|Congo|484|88|1|3|2|4|484|0|0|0|0|0|1|1|0|0|1|Congo
2004|214|408|Congo|484|88|1|3|2|4|484|0|0|0|0|0|1|1|0|0|1|Congo
2005|214|408|Congo|484|88|1|3|2|4|484|0|0|0|0|0|1|1|0|0|1|Congo
2006|214|408|Congo|484|88|1|3|2|4|484|0|0|0|0|0|1|1|0|0|1|Congo
2007|214|408|Congo|484|88|1|3|2|4|484|0|0|0|0|0|1|1|0|0|1|Congo
1997|214|408|Cobras|1398|545|3|4|2|4|484|0|0|0|1|0|0|0|1|0|1|Congo
1993|214|408|Ninjas|1399|546|3|3|2|4|484|0|0|0|1|0|0|0|0|0|-99|Congo
1994|214|408|Ninjas|1399|546|3|3|2|4|484|0|0|0|1|0|0|0|0|0|-99|Congo
1997|214|408|Ninjas|1399|546|3|3|2|4|484|0|0|0|0|1|0|0|0|0|-99|Congo
1998|214|408|Ninjas|1399|546|3|3|2|4|484|0|0|0|1|0|0|0|0|0|-99|Congo
1999|214|408|Ninjas|1399|546|3|3|2|4|484|0|0|0|1|0|0|0|0|0|-99|Congo
2000|214|408|Ninjas|1399|546|3|3|2|4|484|0|0|0|0|1|0|0|0|0|-99|Congo
2001|214|408|Ninjas|1399|546|3|3|2|4|484|0|0|0|0|1|0|0|0|0|-99|Congo
2002|214|408|Ninjas|1399|546|3|3|2|4|484|0|0|0|0|1|0|0|0|0|-99|Congo
2003|214|408|Ninjas|1399|546|3|3|2|4|484|0|0|0|0|1|0|1|0|0|1|Congo
2004|214|408|Ninjas|1399|546|3|3|2|4|484|0|0|0|0|1|0|0|0|0|-99|Congo
1997|214|408|Cocoyes|1400|547|3|4|2|4|484|0|0|0|1|0|0|0|0|0|-99|Congo
1998|214|408|Cocoyes|1400|547|3|4|2|4|484|0|0|0|1|0|0|0|0|0|-99|Congo
1999|214|408|Cocoyes|1400|547|3|4|2|4|484|0|0|0|1|0|0|0|0|0|-99|Congo
2000|214|408|Cocoyes|1400|547|3|4|2|4|484|0|0|0|0|0|1|0|0|0|-99|Congo
2001|214|408|Cocoyes|1400|547|3|4|2|4|484|0|0|0|0|0|1|0|0|0|-99|Congo
2002|214|408|Cocoyes|1400|547|3|4|2|4|484|0|0|0|0|0|1|0|0|0|-99|Congo
2003|214|408|Cocoyes|1400|547|3|4|2|4|484|0|0|0|0|0|1|0|0|0|-99|Congo
2004|214|408|Cocoyes|1400|547|3|4|2|4|484|0|0|0|0|0|1|0|0|0|-99|Congo
1998|214|408|Ntsiloulous|1401|548|3|4|2|4|484|0|0|0|1|0|0|0|0|0|-99|Congo
1999|214|408|Ntsiloulous|1401|548|3|4|2|4|484|0|0|0|1|0|0|0|0|0|-99|Congo
2000|214|408|Ntsiloulous|1401|548|3|4|2|4|484|0|0|0|0|1|0|0|0|0|-99|Congo
2001|214|408|Ntsiloulous|1401|548|3|4|2|4|484|0|0|0|0|1|0|0|0|0|-99|Congo
2002|214|408|Ntsiloulous|1401|548|3|4|2|4|484|0|0|0|1|0|0|0|0|0|-99|Congo
2003|214|408|Ntsiloulous|1401|548|3|4|2|4|484|0|0|0|0|0|1|0|0|0|-99|Congo
2004|214|408|Ntsiloulous|1401|548|3|4|2|4|484|0|0|0|0|0|1|0|0|0|-99|Congo
2005|214|408|Ntsiloulous|1401|548|3|4|2|4|484|0|0|0|0|0|1|0|0|0|-99|Congo
2006|214|408|Ntsiloulous|1401|548|3|4|2|4|484|0|0|0|0|0|1|0|0|0|-99|Congo
2007|214|408|Ntsiloulous|1401|548|3|4|2|4|484|0|0|0|0|0|1|0|0|0|-99|Congo
1998|215|409|Ethiopia|530|97|3|2|1|4|531|530|0|0|1|0|0|0|0|0|-99|Eritrea, Ethiopia
1999|215|409|Ethiopia|530|97|3|2|1|4|531|530|0|0|1|0|0|0|0|0|-99|Eritrea, Ethiopia
2000|215|409|Ethiopia|530|97|3|2|1|4|531|530|0|0|1|0|0|0|0|0|-99|Eritrea, Ethiopia
2001|215|409|Ethiopia|530|97|3|2|1|4|531|530|0|0|0|0|1|0|0|0|-99|Eritrea, Ethiopia
2002|215|409|Ethiopia|530|97|3|2|1|4|531|530|0|0|0|0|1|0|0|0|-99|Eritrea, Ethiopia
2003|215|409|Ethiopia|530|97|3|2|1|4|531|530|0|0|0|0|1|0|0|NA|-99|Eritrea, Ethiopia
2004|215|409|Ethiopia|530|97|3|2|1|4|531|530|0|0|0|0|1|0|0|0|-99|Eritrea, Ethiopia
2005|215|409|Ethiopia|530|97|3|2|1|4|531|530|0|0|0|0|1|0|0|0|-99|Eritrea, Ethiopia
1998|215|409|Eritrea|531|98|1|2|1|4|531|530|0|0|1|0|0|1|1|NA|1|Eritrea, Ethiopia
1999|215|409|Eritrea|531|98|1|2|1|4|531|530|0|0|1|0|0|0|0|NA|-99|Eritrea, Ethiopia
2000|215|409|Eritrea|531|98|1|2|1|4|531|530|0|0|1|0|0|1|0|0|1|Eritrea, Ethiopia
2001|215|409|Eritrea|531|98|1|2|1|4|531|530|0|0|0|0|1|0|0|0|-99|Eritrea, Ethiopia
2002|215|409|Eritrea|531|98|1|2|1|4|531|530|0|0|0|0|1|0|0|0|-99|Eritrea, Ethiopia
2003|215|409|Eritrea|531|98|1|2|1|4|531|530|0|0|0|0|1|0|0|NA|-99|Eritrea, Ethiopia
2004|215|409|Eritrea|531|98|1|2|1|4|531|530|0|0|0|0|1|0|0|0|-99|Eritrea, Ethiopia
2005|215|409|Eritrea|531|98|1|2|1|4|531|530|0|0|0|0|1|0|0|0|-99|Eritrea, Ethiopia
1998|216|410|Guinea-Bissau|404|70|1|4|2|4|404|0|0|0|1|0|0|1|1|NA|1|Guinea-Bissau
1999|216|410|Guinea-Bissau|404|70|1|4|2|4|404|0|0|0|1|0|0|0|0|NA|-99|Guinea-Bissau
2000|216|410|Guinea-Bissau|404|70|1|4|2|4|404|0|0|0|0|0|1|0|0|NA|-99|Guinea-Bissau
2001|216|410|Guinea-Bissau|404|70|1|4|2|4|404|0|0|0|0|0|1|0|0|NA|-99|Guinea-Bissau
2002|216|410|Guinea-Bissau|404|70|1|4|2|4|404|0|0|0|0|0|1|0|0|NA|-99|Guinea-Bissau
2003|216|410|Guinea-Bissau|404|70|1|4|2|4|404|0|0|0|0|0|1|0|0|NA|-99|Guinea-Bissau
2004|216|410|Guinea-Bissau|404|70|1|4|2|4|404|0|0|0|0|0|1|0|0|NA|-99|Guinea-Bissau
1998|216|410|Military Junta for the Consolidation of Democracy, Peace and Justice|1402|549|3|4|2|4|404|0|0|0|1|0|0|0|0|NA|-99|Guinea-Bissau
1999|216|410|Military Junta for the Consolidation of Democracy, Peace and Justice|1402|549|3|4|2|4|404|0|0|0|1|0|0|0|0|NA|-99|Guinea-Bissau
2000|216|410|Military Junta for the Consolidation of Democracy, Peace and Justice|1402|549|3|4|2|4|404|0|0|0|0|0|1|0|0|NA|-99|Guinea-Bissau
2001|216|410|Military Junta for the Consolidation of Democracy, Peace and Justice|1402|549|3|4|2|4|404|0|0|0|0|0|1|0|0|NA|-99|Guinea-Bissau
2002|216|410|Military Junta for the Consolidation of Democracy, Peace and Justice|1402|549|3|4|2|4|404|0|0|0|0|0|1|0|0|NA|-99|Guinea-Bissau
2003|216|410|Military Junta for the Consolidation of Democracy, Peace and Justice|1402|549|3|4|2|4|404|0|0|0|0|0|1|0|0|NA|-99|Guinea-Bissau
2004|216|410|Military Junta for the Consolidation of Democracy, Peace and Justice|1402|549|3|4|2|4|404|0|0|0|0|0|1|0|0|NA|-99|Guinea-Bissau
1998|217|411|Lesotho|570|104|1|4|2|4|570|0|0|0|1|0|0|0|0|0|-99|Lesotho
1999|217|411|Lesotho|570|104|1|4|2|4|570|0|0|0|0|0|1|0|0|0|-99|Lesotho
2000|217|411|Lesotho|570|104|1|4|2|4|570|0|0|0|0|0|1|0|0|0|-99|Lesotho
2001|217|411|Lesotho|570|104|1|4|2|4|570|0|0|0|0|0|1|0|0|0|-99|Lesotho
2002|217|411|Lesotho|570|104|1|4|2|4|570|0|0|0|0|0|1|0|0|0|-99|Lesotho
2003|217|411|Lesotho|570|104|1|4|2|4|570|0|0|0|0|0|1|0|0|0|-99|Lesotho
1998|217|411|Military faction|143|550|3|4|2|4|570|0|0|0|1|0|0|0|0|0|-99|Lesotho
1999|217|411|Military faction|143|550|3|4|2|4|570|0|0|0|0|0|1|0|0|0|-99|Lesotho
2000|217|411|Military faction|143|550|3|4|2|4|570|0|0|0|0|0|1|0|0|0|-99|Lesotho
2001|217|411|Military faction|143|550|3|4|2|4|570|0|0|0|0|0|1|0|0|0|-99|Lesotho
2002|217|411|Military faction|143|550|3|4|2|4|570|0|0|0|0|0|1|0|0|0|-99|Lesotho
2003|217|411|Military faction|143|550|3|4|2|4|570|0|0|0|0|0|1|0|0|0|-99|Lesotho
1998|218|412|Serbia (Yugoslavia)|345|49|1|3|1|1|345|0|0|0|1|0|0|0|0|1|1|Serbia (Yugoslavia)
1999|218|412|Serbia (Yugoslavia)|345|49|1|3|1|1|345|0|0|0|1|0|0|3|1|3|1, 5, 7|Serbia (Yugoslavia)
2000|218|412|Serbia (Yugoslavia)|345|49|1|3|1|1|345|0|0|0|0|0|1|0|0|0|-99|Serbia (Yugoslavia)
2001|218|412|Serbia (Yugoslavia)|345|49|1|3|1|1|345|0|0|0|0|0|1|0|0|0|-99|Serbia (Yugoslavia)
2002|218|412|Serbia (Yugoslavia)|345|49|1|3|1|1|345|0|0|0|0|0|1|0|0|0|-99|Serbia (Yugoslavia)
2003|218|412|Serbia (Yugoslavia)|345|49|1|3|1|1|345|0|0|0|0|0|1|0|0|0|-99|Serbia (Yugoslavia)
2004|218|412|Serbia (Yugoslavia)|345|49|1|3|1|1|345|0|0|0|0|0|1|0|0|0|-99|Serbia (Yugoslavia)
1998|218|412|UCK|1200|357|3|3|1|1|345|0|0|0|1|0|0|0|0|1|1|Serbia (Yugoslavia)
1999|218|412|UCK|1200|357|3|3|1|1|345|0|0|0|1|0|0|3|1|1|1, 7|Serbia (Yugoslavia)
2000|218|412|UCK|1200|357|3|3|1|1|345|0|0|0|0|0|1|0|0|0|-99|Serbia (Yugoslavia)
2001|218|412|UCK|1200|357|3|3|1|1|345|0|0|0|0|0|1|0|0|0|-99|Serbia (Yugoslavia)
2002|218|412|UCK|1200|357|3|3|1|1|345|0|0|0|0|0|1|0|0|0|-99|Serbia (Yugoslavia)
2003|218|412|UCK|1200|357|3|3|1|1|345|0|0|0|0|0|1|0|0|0|-99|Serbia (Yugoslavia)
2004|218|412|UCK|1200|357|3|3|1|1|345|0|0|0|0|0|1|0|0|0|-99|Serbia (Yugoslavia)
1989|219|413|Ethiopia|530|97|1|3|1|4|530|0|0|0|1|0|0|0|0|NA|-99|Ethiopia
1990|219|413|Ethiopia|530|97|1|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
1991|219|413|Ethiopia|530|97|1|3|1|4|530|0|0|0|1|0|0|1|0|0|1|Ethiopia
1992|219|413|Ethiopia|530|97|1|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
1993|219|413|Ethiopia|530|97|1|3|1|4|530|0|0|0|0|1|0|0|1|NA|1|Ethiopia
1994|219|413|Ethiopia|530|97|1|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
1995|219|413|Ethiopia|530|97|1|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
1996|219|413|Ethiopia|530|97|1|3|1|4|530|0|0|0|0|1|0|0|0|1|1|Ethiopia
1997|219|413|Ethiopia|530|97|1|3|1|4|530|0|0|0|0|1|0|0|0|0|-99|Ethiopia
1998|219|413|Ethiopia|530|97|1|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
1999|219|413|Ethiopia|530|97|1|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
2000|219|413|Ethiopia|530|97|1|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
2001|219|413|Ethiopia|530|97|1|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
2002|219|413|Ethiopia|530|97|1|3|1|4|530|0|0|0|1|0|0|0|1|0|1|Ethiopia
2003|219|413|Ethiopia|530|97|1|3|1|4|530|0|0|0|1|0|0|0|0|NA|-99|Ethiopia
2004|219|413|Ethiopia|530|97|1|3|1|4|530|0|0|0|1|0|0|0|0|1|7|Ethiopia
2005|219|413|Ethiopia|530|97|1|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
2006|219|413|Ethiopia|530|97|1|3|1|4|530|0|0|0|1|0|0|1|0|0|1|Ethiopia
2007|219|413|Ethiopia|530|97|1|3|1|4|530|0|0|0|1|0|0|0|1|1|7|Ethiopia
2008|219|413|Ethiopia|530|97|1|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
2009|219|413|Ethiopia|530|97|1|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
2010|219|413|Government of Ethiopia|530|97|1|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
2011|219|413|Government of Ethiopia|530|97|1|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
2012|219|413|Government of Ethiopia|530|97|1|3|1|4|530|0|0|0|1|0|0|0|1|0|7|Ethiopia
2013|219|413|Government of Ethiopia|530|97|1|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
2014|219|413|Government of Ethiopia|530|97|1|3|1|4|530|0|0|0|0|1|0|0|0|0|-99|Ethiopia
2015|219|413|Government of Ethiopia|530|97|1|3|1|4|530|0|0|0|1|0|0|0|0|1|1|Ethiopia
1989|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|1|0|0|0|0|NA|-99|Ethiopia
1990|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
1991|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
1992|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
1993|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|0|1|0|0|0|NA|-99|Ethiopia
1994|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
1995|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
1996|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|0|1|0|0|0|0|-99|Ethiopia
1997|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|0|1|0|0|0|0|-99|Ethiopia
1998|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
1999|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
2000|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
2001|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
2002|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
2003|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|1|0|0|0|0|NA|-99|Ethiopia
2004|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
2005|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
2006|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
2007|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
2008|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
2009|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
2010|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
2011|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
2012|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
2013|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
2014|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|0|1|0|0|0|0|-99|Ethiopia
2015|219|413|OLF|1404|551|3|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
1999|220|414|Russia (Soviet Union)|365|57|1|3|1|1|365|0|0|0|1|0|0|0|0|0|-99|Russia (Soviet Union)
2000|220|414|Russia (Soviet Union)|365|57|1|3|1|1|365|0|0|0|0|0|1|0|0|0|-99|Russia (Soviet Union)
2001|220|414|Russia (Soviet Union)|365|57|1|3|1|1|365|0|0|0|0|0|1|0|0|0|-99|Russia (Soviet Union)
2002|220|414|Russia (Soviet Union)|365|57|1|3|1|1|365|0|0|0|0|0|1|0|0|0|-99|Russia (Soviet Union)
2003|220|414|Russia (Soviet Union)|365|57|1|3|1|1|365|0|0|0|0|0|1|0|0|0|-99|Russia (Soviet Union)
2004|220|414|Russia (Soviet Union)|365|57|1|3|1|1|365|0|0|0|0|0|1|0|0|0|-99|Russia (Soviet Union)
1999|220|414|Wahhabi movement of the Buinaksk district|1201|358|3|3|1|1|365|0|0|0|1|0|0|0|0|0|-99|Russia (Soviet Union)
2000|220|414|Wahhabi movement of the Buinaksk district|1201|358|3|3|1|1|365|0|0|0|0|0|1|0|0|0|-99|Russia (Soviet Union)
2001|220|414|Wahhabi movement of the Buinaksk district|1201|358|3|3|1|1|365|0|0|0|0|0|1|0|0|0|-99|Russia (Soviet Union)
2002|220|414|Wahhabi movement of the Buinaksk district|1201|358|3|3|1|1|365|0|0|0|0|0|1|0|0|0|-99|Russia (Soviet Union)
2003|220|414|Wahhabi movement of the Buinaksk district|1201|358|3|3|1|1|365|0|0|0|0|0|1|0|0|0|-99|Russia (Soviet Union)
2004|220|414|Wahhabi movement of the Buinaksk district|1201|358|3|3|1|1|365|0|0|0|0|0|1|0|0|0|-99|Russia (Soviet Union)
1999|221|415|Uzbekistan|704|133|1|3|2|3|704|0|0|0|1|0|0|0|0|0|-99|Uzbekistan
2000|221|415|Uzbekistan|704|133|1|3|2|3|704|0|0|0|1|0|0|1|0|3|1, 7|Uzbekistan
2001|221|415|Uzbekistan|704|133|1|3|2|3|704|0|0|0|0|1|0|1|0|0|1, 7|Uzbekistan
2002|221|415|Uzbekistan|704|133|1|3|2|3|704|0|0|0|0|1|0|0|0|1|1|Uzbekistan
2003|221|415|Uzbekistan|704|133|1|3|2|3|704|0|0|0|0|1|0|0|0|0|-99|Uzbekistan
2004|221|415|Uzbekistan|704|133|1|3|2|3|704|0|0|0|1|0|0|1|0|0|1|Uzbekistan
2005|221|415|Uzbekistan|704|133|1|3|2|3|704|0|0|0|0|0|1|0|0|1|1|Uzbekistan
2006|221|415|Uzbekistan|704|133|1|3|2|3|704|0|0|0|0|0|1|0|0|0|-99|Uzbekistan
2007|221|415|Uzbekistan|704|133|1|3|2|3|704|0|0|0|0|0|1|0|0|0|-99|Uzbekistan
2008|221|415|Uzbekistan|704|133|1|3|2|3|704|0|0|0|0|0|1|0|0|0|-99|Uzbekistan
2009|221|415|Uzbekistan|704|133|1|3|2|3|704|0|0|0|0|0|1|0|0|0|-99|Uzbekistan
1999|221|415|IMU|1202|359|3|3|2|3|704|0|0|0|1|0|0|0|0|0|-99|Uzbekistan
2000|221|415|IMU|1202|359|3|3|2|3|704|0|0|0|1|0|0|0|0|0|-99|Uzbekistan
2001|221|415|IMU|1202|359|3|3|2|3|704|0|0|0|0|0|1|0|0|0|-99|Uzbekistan
2002|221|415|IMU|1202|359|3|3|2|3|704|0|0|0|0|0|1|0|0|0|-99|Uzbekistan
2003|221|415|IMU|1202|359|3|3|2|3|704|0|0|0|0|0|1|0|0|0|-99|Uzbekistan
2004|221|415|IMU|1202|359|3|3|2|3|704|0|0|0|0|0|1|0|0|0|-99|Uzbekistan
2005|221|415|IMU|1202|359|3|3|2|3|704|0|0|0|0|0|1|0|0|0|-99|Uzbekistan
2004|221|415|JIG|1203|360|3|3|2|3|704|0|0|0|1|0|0|0|0|0|-99|Uzbekistan
2005|221|415|JIG|1203|360|3|3|2|3|704|0|0|0|0|0|1|0|0|0|-99|Uzbekistan
2006|221|415|JIG|1203|360|3|3|2|3|704|0|0|0|0|0|1|0|0|0|-99|Uzbekistan
2007|221|415|JIG|1203|360|3|3|2|3|704|0|0|0|0|0|1|0|0|0|-99|Uzbekistan
2008|221|415|JIG|1203|360|3|3|2|3|704|0|0|0|0|0|1|0|0|0|-99|Uzbekistan
2009|221|415|JIG|1203|360|3|3|2|3|704|0|0|0|0|0|1|0|0|0|-99|Uzbekistan
2001|222|416|Central African Republic|482|86|1|4|2|4|482|0|0|0|1|0|0|0|0|NA|-99|Central African Republic
2002|222|416|Central African Republic|482|86|1|4|2|4|482|0|0|0|1|0|0|1|1|0|1|Central African Republic
2003|222|416|Central African Republic|482|86|1|4|2|4|482|0|0|0|0|1|0|3|1|NA|1|Central African Republic
2004|222|416|Central African Republic|482|86|1|4|2|4|482|0|0|0|0|1|0|1|0|NA|1|Central African Republic
2005|222|416|Central African Republic|482|86|1|4|2|4|482|0|0|0|0|1|0|1|0|NA|1|Central African Republic
2006|222|416|Central African Republic|482|86|1|4|2|4|482|0|0|0|1|0|0|1|1|NA|1|Central African Republic
2007|222|416|Central African Republic|482|86|1|4|2|4|482|0|0|0|0|1|0|1|1|0|1|Central African Republic
2008|222|416|Central African Republic|482|86|1|4|2|4|482|0|0|0|0|1|0|1|0|0|1|Central African Republic
2009|222|416|Central African Republic|482|86|1|4|2|4|482|0|0|0|1|0|0|1|0|0|1|Central African Republic
2010|222|416|Government of Central African Republic|482|86|1|3|2|4|482|0|0|0|1|0|0|3|0|NA|1|Central African Republic
2011|222|416|Government of Central African Republic|482|86|1|3|2|4|482|0|0|0|1|0|0|3|0|NA|1|Central African Republic
2012|222|416|Government of Central African Republic|482|86|1|4|2|4|482|0|0|0|1|0|0|3|0|NA|1|Central African Republic
2013|222|416|Government of Central African Republic|482|86|1|3|2|4|482|0|0|0|1|0|0|3|2|3|1, 2|Central African Republic
2014|222|416|Government of Central African Republic|482|86|1|3|2|4|482|0|0|0|0|0|1|0|0|0|-99|Central African Republic
2015|222|416|Government of Central African Republic|482|86|1|3|2|4|482|0|0|0|0|0|1|0|0|0|-99|Central African Republic
2001|222|416|Military faction (forces of André Kolingba)|1406|552|3|4|2|4|482|0|0|0|1|0|0|0|0|NA|-99|Central African Republic
2002|222|416|Military faction (forces of André Kolingba)|1406|552|3|4|2|4|482|0|0|0|0|0|1|0|0|0|-99|Central African Republic
2003|222|416|Military faction (forces of André Kolingba)|1406|552|3|4|2|4|482|0|0|0|0|0|1|0|0|NA|-99|Central African Republic
2004|222|416|Military faction (forces of André Kolingba)|1406|552|3|4|2|4|482|0|0|0|0|0|1|0|0|NA|-99|Central African Republic
2005|222|416|Military faction (forces of André Kolingba)|1406|552|3|4|2|4|482|0|0|0|0|0|1|0|0|NA|-99|Central African Republic
2006|222|416|Military faction (forces of André Kolingba)|1406|552|3|4|2|4|482|0|0|0|0|0|1|0|0|NA|-99|Central African Republic
2002|222|416|Forces of Francois Bozize|1407|553|3|3|2|4|482|0|0|0|1|0|0|2|0|0|1|Central African Republic
2003|222|416|Forces of Francois Bozize|1407|553|3|3|2|4|482|0|0|0|0|0|1|3|1|NA|1|Central African Republic
2004|222|416|Forces of Francois Bozize|1407|553|3|3|2|4|482|0|0|0|0|0|1|0|0|NA|-99|Central African Republic
2005|222|416|Forces of Francois Bozize|1407|553|3|3|2|4|482|0|0|0|0|0|1|0|0|NA|-99|Central African Republic
