year|conflictid_old|conflictid_new|actor|actorid|actorid_new|actor_type|type|incomp|region|location|gwnoloc|gwnoloc2|gwnoloc3|gwnoloc4|conflictyear|interm|postc|state_prev|ai_prev|hrw_prev|form
1993|194|389|Bosnia-Herzegovina|346|50|1|4|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|1|0|0|1
1994|194|389|Bosnia-Herzegovina|346|50|1|4|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1995|194|389|Bosnia-Herzegovina|346|50|1|4|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1996|194|389|Bosnia-Herzegovina|346|50|1|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1997|194|389|Bosnia-Herzegovina|346|50|1|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1998|194|389|Bosnia-Herzegovina|346|50|1|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1999|194|389|Bosnia-Herzegovina|346|50|1|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
2000|194|389|Bosnia-Herzegovina|346|50|1|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1992|194|389|Serbian Republic of Bosnia and Herzegovina|1182|339|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|3|2|3|1, 2
1993|194|389|Serbian Republic of Bosnia and Herzegovina|1182|339|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|3|0|0|1, 3, 7
1994|194|389|Serbian Republic of Bosnia and Herzegovina|1182|339|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|1|0|1
1995|194|389|Serbian Republic of Bosnia and Herzegovina|1182|339|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|2|1|1, 7
1996|194|389|Serbian Republic of Bosnia and Herzegovina|1182|339|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1997|194|389|Serbian Republic of Bosnia and Herzegovina|1182|339|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1998|194|389|Serbian Republic of Bosnia and Herzegovina|1182|339|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1999|194|389|Serbian Republic of Bosnia and Herzegovina|1182|339|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
2000|194|389|Serbian Republic of Bosnia and Herzegovina|1182|339|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1992|194|389|Serbian irregulars|1214|371|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|1|0|0|1
1993|194|389|Serbian irregulars|1214|371|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1994|194|389|Serbian irregulars|1214|371|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1995|194|389|Serbian irregulars|1214|371|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1996|194|389|Serbian irregulars|1214|371|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1997|194|389|Serbian irregulars|1214|371|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1998|194|389|Serbian irregulars|1214|371|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1999|194|389|Serbian irregulars|1214|371|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
2000|194|389|Serbian irregulars|1214|371|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1992|194|389|Green Berets|8043|8043|6|3|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1993|194|389|Green Berets|8043|8043|6|3|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1994|194|389|Green Berets|8043|8043|6|3|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1995|194|389|Green Berets|8043|8043|6|3|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1996|194|389|Green Berets|8043|8043|6|3|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1997|194|389|Green Berets|8043|8043|6|3|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1992|194|389|Mujahidin Unit|8063|8063|6|3|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1993|194|389|Mujahidin Unit|8063|8063|6|3|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1994|194|389|Mujahidin Unit|8063|8063|6|3|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1995|194|389|Mujahidin Unit|8063|8063|6|3|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1996|194|389|Mujahidin Unit|8063|8063|6|3|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1997|194|389|Mujahidin Unit|8063|8063|6|3|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1998|194|389|Mujahidin Unit|8063|8063|6|3|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1999|194|389|Mujahidin Unit|8063|8063|6|3|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
2000|194|389|Mujahidin Unit|8063|8063|6|3|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1992|194|389|Patriotic League|8073|8073|6|3|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1993|194|389|Patriotic League|8073|8073|6|3|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1994|194|389|Patriotic League|8073|8073|6|3|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1995|194|389|Patriotic League|8073|8073|6|3|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1996|194|389|Patriotic League|8073|8073|6|3|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1997|194|389|Patriotic League|8073|8073|6|3|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1992|194|389|Serb Volunteer Army AKA Arkan's Tigers|8092|8092|6|3|1|1|Yugoslavia|345|0|0|0|1|0|0|0|0|0|-99
1993|194|389|Serb Volunteer Army AKA Arkan's Tigers|8092|8092|6|3|1|1|Yugoslavia|345|0|0|0|1|0|0|0|0|0|-99
1994|194|389|Serb Volunteer Army AKA Arkan's Tigers|8092|8092|6|3|1|1|Yugoslavia|345|0|0|0|1|0|0|0|0|0|-99
1995|194|389|Serb Volunteer Army AKA Arkan's Tigers|8092|8092|6|3|1|1|Yugoslavia|345|0|0|0|1|0|0|1|0|0|1
1996|194|389|Serb Volunteer Army AKA Arkan's Tigers|8092|8092|6|3|1|1|Yugoslavia|345|0|0|0|0|0|1|0|0|0|-99
1997|194|389|Serb Volunteer Army AKA Arkan's Tigers|8092|8092|6|3|1|1|Yugoslavia|345|0|0|0|0|0|1|0|0|0|-99
1998|194|389|Serb Volunteer Army AKA Arkan's Tigers|8092|8092|6|3|1|1|Yugoslavia|345|0|0|0|0|0|1|0|0|0|-99
1999|194|389|Serb Volunteer Army AKA Arkan's Tigers|8092|8092|6|3|1|1|Yugoslavia|345|0|0|0|0|0|1|0|0|0|-99
2000|194|389|Serb Volunteer Army AKA Arkan's Tigers|8092|8092|6|3|1|1|Yugoslavia|345|0|0|0|0|0|1|0|0|0|-99
1992|195|390|Croatia|344|48|1|4|1|1|Croatia|344|0|0|0|1|0|0|0|-99|-99|-99
1993|195|390|Croatia|344|48|1|4|1|1|Croatia|344|0|0|0|1|0|0|0|0|0|-99
1994|195|390|Croatia|344|48|1|4|1|1|Croatia|344|0|0|0|0|1|0|0|0|0|-99
1995|195|390|Croatia|344|48|1|4|1|1|Croatia|344|0|0|0|1|0|0|0|0|0|-99
1996|195|390|Croatia|344|48|1|4|1|1|Croatia|344|0|0|0|0|0|1|0|0|0|-99
1997|195|390|Croatia|344|48|1|4|1|1|Croatia|344|0|0|0|0|0|1|0|0|0|-99
1998|195|390|Croatia|344|48|1|4|1|1|Croatia|344|0|0|0|0|0|1|0|0|0|-99
1999|195|390|Croatia|344|48|1|4|1|1|Croatia|344|0|0|0|0|0|1|0|0|0|-99
2000|195|390|Croatia|344|48|1|4|1|1|Croatia|344|0|0|0|0|0|1|0|0|0|-99
1992|195|390|Serbia (Yugoslavia)|345|49|4|4|1|1|Croatia|344|0|0|0|1|0|0|0|-99|-99|-99
1993|195|390|Serbia (Yugoslavia)|345|49|4|4|1|1|Croatia|344|0|0|0|1|0|0|0|0|0|-99
1994|195|390|Serbia (Yugoslavia)|345|49|4|4|1|1|Croatia|344|0|0|0|0|0|1|0|0|0|-99
1995|195|390|Serbia (Yugoslavia)|345|49|4|4|1|1|Croatia|344|0|0|0|0|0|1|0|0|0|-99
1996|195|390|Serbia (Yugoslavia)|345|49|4|4|1|1|Croatia|344|0|0|0|0|0|1|0|0|0|-99
1997|195|390|Serbia (Yugoslavia)|345|49|4|4|1|1|Croatia|344|0|0|0|0|0|1|0|0|0|-99
1998|195|390|Serbia (Yugoslavia)|345|49|4|4|1|1|Croatia|344|0|0|0|0|0|1|0|0|0|-99
1992|195|390|Serbian Republic of Krajina|1183|340|3|4|1|1|Croatia|344|0|0|0|1|0|0|0|-99|-99|-99
1993|195|390|Serbian Republic of Krajina|1183|340|3|4|1|1|Croatia|344|0|0|0|1|0|0|1|0|0|1
1994|195|390|Serbian Republic of Krajina|1183|340|3|4|1|1|Croatia|344|0|0|0|0|1|0|0|0|0|-99
1995|195|390|Serbian Republic of Krajina|1183|340|3|4|1|1|Croatia|344|0|0|0|1|0|0|0|0|0|-99
1996|195|390|Serbian Republic of Krajina|1183|340|3|4|1|1|Croatia|344|0|0|0|0|0|1|0|0|0|-99
1997|195|390|Serbian Republic of Krajina|1183|340|3|4|1|1|Croatia|344|0|0|0|0|0|1|0|0|0|-99
1998|195|390|Serbian Republic of Krajina|1183|340|3|4|1|1|Croatia|344|0|0|0|0|0|1|0|0|0|-99
1999|195|390|Serbian Republic of Krajina|1183|340|3|4|1|1|Croatia|344|0|0|0|0|0|1|0|0|0|-99
2000|195|390|Serbian Republic of Krajina|1183|340|3|4|1|1|Croatia|344|0|0|0|0|0|1|0|0|0|-99
1992|195|390|Serbian irregulars|1214|371|3|4|1|1|Croatia|344|0|0|0|1|0|0|0|-99|-99|-99
1993|195|390|Serbian irregulars|1214|371|3|4|1|1|Croatia|344|0|0|0|0|0|1|0|0|0|-99
1994|195|390|Serbian irregulars|1214|371|3|4|1|1|Croatia|344|0|0|0|0|0|1|0|0|0|-99
1995|195|390|Serbian irregulars|1214|371|3|4|1|1|Croatia|344|0|0|0|0|0|1|0|0|0|-99
1996|195|390|Serbian irregulars|1214|371|3|4|1|1|Croatia|344|0|0|0|0|0|1|0|0|0|-99
1997|195|390|Serbian irregulars|1214|371|3|4|1|1|Croatia|344|0|0|0|0|0|1|0|0|0|-99
1992|195|390|HOS|8047|8047|6|4|1|1|Croatia|344|0|0|0|1|0|0|0|-99|-99|-99
1993|195|390|HOS|8047|8047|6|4|1|1|Croatia|344|0|0|0|1|0|0|0|0|0|-99
1994|195|390|HOS|8047|8047|6|4|1|1|Croatia|344|0|0|0|0|1|0|0|0|0|-99
1995|195|390|HOS|8047|8047|6|4|1|1|Croatia|344|0|0|0|1|0|0|0|0|0|-99
1996|195|390|HOS|8047|8047|6|4|1|1|Croatia|344|0|0|0|0|0|1|0|0|0|-99
1997|195|390|HOS|8047|8047|6|4|1|1|Croatia|344|0|0|0|0|0|1|0|0|0|-99
1993|196|391|Egypt|651|117|1|3|2|2|Egypt|651|0|0|0|1|0|0|0|0|0|-99
1994|196|391|Egypt|651|117|1|3|2|2|Egypt|651|0|0|0|1|0|0|1|0|0|1, 7
1995|196|391|Egypt|651|117|1|3|2|2|Egypt|651|0|0|0|1|0|0|0|0|0|-99
1996|196|391|Egypt|651|117|1|3|2|2|Egypt|651|0|0|0|1|0|0|0|0|0|-99
1997|196|391|Egypt|651|117|1|3|2|2|Egypt|651|0|0|0|1|0|0|0|0|0|-99
1998|196|391|Egypt|651|117|1|3|2|2|Egypt|651|0|0|0|1|0|0|0|1|0|7
1999|196|391|Egypt|651|117|1|3|2|2|Egypt|651|0|0|0|0|0|1|0|0|0|-99
2000|196|391|Egypt|651|117|1|3|2|2|Egypt|651|0|0|0|0|0|1|0|0|0|-99
2001|196|391|Egypt|651|117|1|3|2|2|Egypt|651|0|0|0|0|0|1|0|0|0|-99
2002|196|391|Egypt|651|117|1|3|2|2|Egypt|651|0|0|0|0|0|1|1|0|0|7
2003|196|391|Egypt|651|117|1|3|2|2|Egypt|651|0|0|0|0|0|1|1|0|0|7
2014|196|391|Government of Egypt|651|117|1|3|2|2|Egypt|651|0|0|0|1|0|0|0|0|0|-99
2015|196|391|Government of Egypt|651|117|1|3|2|2|Egypt|651|0|0|0|0|0|1|0|0|0|-99
1993|196|391|al-Gama'a al-Islamiyya|1184|341|3|3|2|2|Egypt|651|0|0|0|1|0|0|0|0|0|-99
1994|196|391|al-Gama'a al-Islamiyya|1184|341|3|3|2|2|Egypt|651|0|0|0|1|0|0|0|0|0|-99
1995|196|391|al-Gama'a al-Islamiyya|1184|341|3|3|2|2|Egypt|651|0|0|0|1|0|0|0|0|0|-99
1996|196|391|al-Gama'a al-Islamiyya|1184|341|3|3|2|2|Egypt|651|0|0|0|1|0|0|0|0|0|-99
1997|196|391|al-Gama'a al-Islamiyya|1184|341|3|3|2|2|Egypt|651|0|0|0|1|0|0|0|0|0|-99
1998|196|391|al-Gama'a al-Islamiyya|1184|341|3|3|2|2|Egypt|651|0|0|0|1|0|0|0|0|0|-99
1999|196|391|al-Gama'a al-Islamiyya|1184|341|3|3|2|2|Egypt|651|0|0|0|0|0|1|0|0|0|-99
2000|196|391|al-Gama'a al-Islamiyya|1184|341|3|3|2|2|Egypt|651|0|0|0|0|0|1|0|0|0|-99
2001|196|391|al-Gama'a al-Islamiyya|1184|341|3|3|2|2|Egypt|651|0|0|0|0|0|1|0|0|0|-99
2002|196|391|al-Gama'a al-Islamiyya|1184|341|3|3|2|2|Egypt|651|0|0|0|0|0|1|0|0|0|-99
2003|196|391|al-Gama'a al-Islamiyya|1184|341|3|3|2|2|Egypt|651|0|0|0|0|0|1|0|0|0|-99
2014|196|391|Ansar Bayt al-Maqdis|4319|4319|3|3|2|2|Egypt|651|0|0|0|1|0|0|0|0|0|-99
2015|196|391|Ansar Bayt al-Maqdis|4319|4319|3|3|2|2|Egypt|651|0|0|0|0|0|1|0|0|0|-99
1992|197|392|Georgia|372|63|1|3|1|1|Georgia|372|0|0|0|1|0|0|0|2|-99|1
1993|197|392|Georgia|372|63|1|3|1|1|Georgia|372|0|0|0|1|0|0|0|0|0|-99
1994|197|392|Georgia|372|63|1|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
1995|197|392|Georgia|372|63|1|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|1|1
1996|197|392|Georgia|372|63|1|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
1997|197|392|Georgia|372|63|1|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
1998|197|392|Georgia|372|63|1|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
1992|197|392|Republic of Abkhazia|1185|342|3|3|1|1|Georgia|372|0|0|0|1|0|0|0|0|-99|-99
1993|197|392|Republic of Abkhazia|1185|342|3|3|1|1|Georgia|372|0|0|0|1|0|0|0|0|0|-99
1994|197|392|Republic of Abkhazia|1185|342|3|3|1|1|Georgia|372|0|0|0|0|0|1|2|0|0|1
1995|197|392|Republic of Abkhazia|1185|342|3|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|1|1
1996|197|392|Republic of Abkhazia|1185|342|3|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
1997|197|392|Republic of Abkhazia|1185|342|3|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
1998|197|392|Republic of Abkhazia|1185|342|3|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|1|1
1993|197|392|Forest Brothers|1673|812|6|3|1|1|Georgia|372|0|0|0|1|0|0|0|0|0|-99
1994|197|392|Forest Brothers|1673|812|6|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
1995|197|392|Forest Brothers|1673|812|6|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
1996|197|392|Forest Brothers|1673|812|6|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
1997|197|392|Forest Brothers|1673|812|6|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
1998|197|392|Forest Brothers|1673|812|6|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
2008|198|393|Russia (Soviet Union)|365|57|4|4|1|1|Georgia|372|0|0|0|1|0|0|0|0|0|-99
2009|198|393|Russia (Soviet Union)|365|57|4|4|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
2010|198|393|Government of Russia (Soviet Union)|365|57|4|4|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
2011|198|393|Government of Russia (Soviet Union)|365|57|4|4|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
2012|198|393|Government of Russia (Soviet Union)|365|57|4|4|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
2013|198|393|Government of Russia (Soviet Union)|365|57|4|4|1|1|Georgia|372|0|0|0|0|0|1|0|-99|0|-99
1992|198|393|Georgia|372|63|1|3|1|1|Georgia|372|0|0|0|1|0|0|0|0|-99|-99
1993|198|393|Georgia|372|63|1|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
1994|198|393|Georgia|372|63|1|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
1995|198|393|Georgia|372|63|1|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
1996|198|393|Georgia|372|63|1|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
1997|198|393|Georgia|372|63|1|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
2004|198|393|Georgia|372|63|1|3|1|1|Georgia|372|0|0|0|1|0|0|0|0|0|-99
2005|198|393|Georgia|372|63|1|3|1|1|Georgia|372|0|0|0|0|1|0|0|0|0|-99
2006|198|393|Georgia|372|63|1|3|1|1|Georgia|372|0|0|0|0|1|0|0|0|0|-99
2007|198|393|Georgia|372|63|1|3|1|1|Georgia|372|0|0|0|0|1|0|0|0|0|-99
2008|198|393|Georgia|372|63|1|3|1|1|Georgia|372|0|0|0|1|0|0|0|0|0|-99
2009|198|393|Georgia|372|63|1|3|1|1|Georgia|372|0|0|0|0|0|1|1|0|0|1
2010|198|393|Government of Georgia|372|63|1|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
2011|198|393|Government of Georgia|372|63|1|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
2012|198|393|Government of Georgia|372|63|1|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
2013|198|393|Government of Georgia|372|63|1|3|1|1|Georgia|372|0|0|0|0|0|1|0|-99|0|-99
1992|198|393|Republic of South Ossetia|1186|343|3|3|1|1|Georgia|372|0|0|0|1|0|0|0|0|-99|-99
1993|198|393|Republic of South Ossetia|1186|343|3|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
1994|198|393|Republic of South Ossetia|1186|343|3|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
1995|198|393|Republic of South Ossetia|1186|343|3|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
1996|198|393|Republic of South Ossetia|1186|343|3|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
1997|198|393|Republic of South Ossetia|1186|343|3|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
2004|198|393|Republic of South Ossetia|1186|343|3|3|1|1|Georgia|372|0|0|0|1|0|0|0|0|0|-99
2005|198|393|Republic of South Ossetia|1186|343|3|3|1|1|Georgia|372|0|0|0|0|1|0|0|0|0|-99
2006|198|393|Republic of South Ossetia|1186|343|3|3|1|1|Georgia|372|0|0|0|0|1|0|0|0|0|-99
2007|198|393|Republic of South Ossetia|1186|343|3|3|1|1|Georgia|372|0|0|0|0|1|0|0|0|0|-99
2008|198|393|Republic of South Ossetia|1186|343|3|3|1|1|Georgia|372|0|0|0|1|0|0|1|0|1|1
2009|198|393|Republic of South Ossetia|1186|343|3|3|1|1|Georgia|372|0|0|0|0|0|1|1|0|1|1
2010|198|393|Republic of South Ossetia|1186|343|3|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
2011|198|393|Republic of South Ossetia|1186|343|3|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
2012|198|393|Republic of South Ossetia|1186|343|3|3|1|1|Georgia|372|0|0|0|0|0|1|0|0|0|-99
2013|198|393|Republic of South Ossetia|1186|343|3|3|1|1|Georgia|372|0|0|0|0|0|1|0|-99|0|-99
1992|199|394|Moldova|359|55|1|3|1|1|Moldova|359|0|0|0|1|0|0|-99|-99|-99|-99
1993|199|394|Moldova|359|55|1|3|1|1|Moldova|359|0|0|0|0|0|1|0|0|0|-99
1994|199|394|Moldova|359|55|1|3|1|1|Moldova|359|0|0|0|0|0|1|0|0|-99|-99
1995|199|394|Moldova|359|55|1|3|1|1|Moldova|359|0|0|0|0|0|1|0|0|-99|-99
1996|199|394|Moldova|359|55|1|3|1|1|Moldova|359|0|0|0|0|0|1|0|0|-99|-99
1997|199|394|Moldova|359|55|1|3|1|1|Moldova|359|0|0|0|0|0|1|0|0|-99|-99
1992|199|394|PMR|1187|344|3|3|1|1|Moldova|359|0|0|0|1|0|0|-99|-99|-99|-99
1993|199|394|PMR|1187|344|3|3|1|1|Moldova|359|0|0|0|0|0|1|0|0|0|-99
1994|199|394|PMR|1187|344|3|3|1|1|Moldova|359|0|0|0|0|0|1|0|0|-99|-99
1995|199|394|PMR|1187|344|3|3|1|1|Moldova|359|0|0|0|0|0|1|0|0|-99|-99
1996|199|394|PMR|1187|344|3|3|1|1|Moldova|359|0|0|0|0|0|1|0|0|-99|-99
1997|199|394|PMR|1187|344|3|3|1|1|Moldova|359|0|0|0|0|0|1|0|0|-99|-99
1993|200|395|Soviet Union|365|57|2|4|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|0|-99
1994|200|395|Soviet Union|365|57|2|4|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|0|-99
1995|200|395|Soviet Union|365|57|2|4|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|0|-99
1996|200|395|Soviet Union|365|57|2|4|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|0|-99
1997|200|395|Soviet Union|365|57|2|4|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
1998|200|395|Soviet Union|365|57|2|4|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
1999|200|395|Soviet Union|365|57|2|4|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
2000|200|395|Soviet Union|365|57|2|4|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
2001|200|395|Soviet Union|365|57|2|4|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
1992|200|395|Tajikistan|702|131|1|3|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|-99|-99
1993|200|395|Tajikistan|702|131|1|3|2|3|Tajikistan|702|0|0|0|1|0|0|3|0|0|1
1994|200|395|Tajikistan|702|131|1|3|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|1|1
1995|200|395|Tajikistan|702|131|1|3|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|0|-99
1996|200|395|Tajikistan|702|131|1|3|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|0|-99
1997|200|395|Tajikistan|702|131|1|3|2|3|Tajikistan|702|0|0|0|0|1|0|0|0|0|-99
1998|200|395|Tajikistan|702|131|1|3|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|2|1
1999|200|395|Tajikistan|702|131|1|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
2000|200|395|Tajikistan|702|131|1|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
2001|200|395|Tajikistan|702|131|1|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
2002|200|395|Tajikistan|702|131|1|3|2|3|Tajikistan|702|0|0|0|0|0|1|1|1|1|1, 7
2003|200|395|Tajikistan|702|131|1|3|2|3|Tajikistan|702|0|0|0|0|0|1|1|0|0|7
2010|200|395|Government of Tajikistan|702|131|1|3|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|0|-99
2011|200|395|Government of Tajikistan|702|131|1|3|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|0|-99
2012|200|395|Government of Tajikistan|702|131|1|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
2013|200|395|Government of Tajikistan|702|131|1|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
2014|200|395|Government of Tajikistan|702|131|1|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
2015|200|395|Government of Tajikistan|702|131|1|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
1993|200|395|Uzbekistan|704|133|2|4|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|0|-99
1994|200|395|Uzbekistan|704|133|2|4|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|0|-99
1995|200|395|Uzbekistan|704|133|2|4|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
1996|200|395|Uzbekistan|704|133|2|4|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
1997|200|395|Uzbekistan|704|133|2|4|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
1998|200|395|Uzbekistan|704|133|2|4|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
1999|200|395|Uzbekistan|704|133|2|4|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
1992|200|395|UTO|1188|345|3|3|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|-99|-99
1993|200|395|UTO|1188|345|3|3|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|0|-99
1994|200|395|UTO|1188|345|3|3|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|0|-99
1995|200|395|UTO|1188|345|3|3|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|0|-99
1996|200|395|UTO|1188|345|3|3|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|0|-99
1997|200|395|UTO|1188|345|3|3|2|3|Tajikistan|702|0|0|0|0|1|0|0|0|0|-99
1998|200|395|UTO|1188|345|3|3|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|0|-99
1999|200|395|UTO|1188|345|3|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
2000|200|395|UTO|1188|345|3|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
2001|200|395|UTO|1188|345|3|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
